Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
270,Brandon Knight\knighbr03,PG,27,TOT,18,5,221,26,80,.325,12,52,.231,14,28,.500,.400,13,15,.867,2,16,18,27,4,0,11,20,77
270,Brandon Knight\knighbr03,PG,27,HOU,12,0,118,11,47,.234,5,32,.156,6,15,.400,.287,9,11,.818,1,8,9,9,2,0,5,14,36
270,Brandon Knight\knighbr03,PG,27,CLE,6,5,103,15,33,.455,7,20,.350,8,13,.615,.561,4,4,1.000,1,8,9,18,2,0,6,6,41
271,Kevin Knox\knoxke01,PF,19,NYK,54,36,1535,241,666,.362,89,266,.335,152,400,.380,.429,109,149,.732,45,194,239,53,29,17,83,131,680
272,Furkan Korkmaz\korkmfu01,SG,21,PHI,46,6,654,94,234,.402,46,139,.331,48,95,.505,.500,35,42,.833,16,89,105,51,28,2,25,59,269
273,Luke Kornet\kornelu01,PF,23,NYK,31,12,476,69,180,.383,47,121,.388,22,59,.373,.514,23,27,.852,16,60,76,34,20,17,17,27,208
274,Kyle Korver\korveky01,SG-PF,37,TOT,53,0,980,151,346,.436,100,245,.408,51,101,.505,.581,51,61,.836,6,111,117,53,15,10,47,75,453
274,Kyle Korver\korveky01,PF,37,CLE,16,0,251,35,76,.461,25,54,.463,10,22,.455,.625,13,16,.813,0,29,29,17,3,2,17,22,108
274,Kyle Korver\korveky01,SG,37,UTA,37,0,729,116,270,.430,75,191,.393,41,79,.519,.569,38,45,.844,6,82,88,36,12,8,30,53,345
275,Kosta Koufos\koufoko01,C,29,SAC,32,1,381,53,109,.486,0,0,,53,109,.486,.486,6,17,.353,40,99,139,26,13,13,20,54,112
276,Rodions Kurucs\kurucro01,SF,20,BRK,43,29,877,142,307,.463,34,112,.304,108,195,.554,.518,52,59,.881,40,115,155,33,26,12,51,99,370
277,Kyle Kuzma\kuzmaky01,PF,23,LAL,56,54,1836,407,867,.469,109,341,.320,298,526,.567,.532,147,193,.762,48,267,315,138,35,20,111,129,1070
278,Skal Labissiere\labissk01,PF,22,TOT,15,0,117,13,30,.433,4,11,.364,9,19,.474,.500,6,11,.545,4,21,25,6,2,4,8,22,36
278,Skal Labissiere\labissk01,PF,22,SAC,13,0,113,13,30,.433,4,11,.364,9,19,.474,.500,6,11,.545,4,20,24,6,2,3,7,21,36
278,Skal Labissiere\labissk01,PF,22,POR,2,0,4,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,0,1,1,1,0
279,Jeremy Lamb\lambje01,SG,26,CHO,57,54,1617,312,706,.442,75,227,.330,237,479,.495,.495,156,181,.862,48,265,313,117,61,17,55,105,855
280,Zach LaVine\lavinza01,SG,23,CHI,54,53,1842,444,959,.463,100,273,.366,344,686,.501,.515,259,302,.858,30,217,247,242,50,22,177,120,1247
281,Jake Layman\laymaja01,SF,24,POR,49,25,908,159,296,.537,47,128,.367,112,168,.667,.617,29,40,.725,44,108,152,35,23,23,31,67,394
282,T.J. Leaf\leaftj01,PF,21,IND,40,0,335,58,110,.527,5,24,.208,53,86,.616,.550,9,16,.563,22,52,74,16,4,10,10,26,130
283,Courtney Lee\leeco01,SG,33,TOT,18,2,212,25,58,.431,6,20,.300,19,38,.500,.483,12,17,.706,6,24,30,20,10,2,6,20,68
283,Courtney Lee\leeco01,SG,33,NYK,12,2,160,21,47,.447,5,16,.313,16,31,.516,.500,9,14,.643,6,21,27,16,8,2,5,13,56
283,Courtney Lee\leeco01,SG,33,DAL,6,0,52,4,11,.364,1,4,.250,3,7,.429,.409,3,3,1.000,0,3,3,4,2,0,1,7,12
284,Damion Lee\leeda03,SG,26,GSW,18,0,215,32,71,.451,15,37,.405,17,34,.500,.556,12,15,.800,6,30,36,3,8,0,8,19,91
285,Alex Len\lenal01,C,25,ATL,57,20,1073,208,430,.484,34,104,.327,174,326,.534,.523,106,155,.684,117,194,311,56,21,51,82,142,556
286,Kawhi Leonard\leonaka01,SF,27,TOR,45,45,1555,415,847,.490,78,219,.356,337,628,.537,.536,297,344,.863,61,280,341,148,83,20,92,67,1205
287,Meyers Leonard\leoname01,C,26,POR,52,1,753,115,212,.542,47,100,.470,68,112,.607,.653,36,44,.818,41,161,202,63,13,9,37,89,313
288,Jon Leuer\leuerjo01,PF,29,DET,34,1,356,61,100,.610,1,10,.100,60,90,.667,.615,22,29,.759,22,66,88,13,12,4,23,54,145
289,Caris LeVert\leverca01,SF,24,BRK,20,18,561,121,273,.443,26,85,.306,95,188,.505,.491,51,70,.729,16,63,79,79,26,9,42,46,319
290,Damian Lillard\lillada01,PG,28,POR,59,59,2080,502,1124,.447,168,457,.368,334,667,.501,.521,353,388,.910,48,221,269,381,68,28,163,108,1525
291,Jeremy Lin\linje01,PG,30,TOT,55,1,1091,192,421,.456,44,142,.310,148,279,.530,.508,151,179,.844,18,116,134,196,40,8,103,103,579
291,Jeremy Lin\linje01,PG,30,ATL,51,1,1003,180,386,.466,44,132,.333,136,254,.535,.523,142,168,.845,16,103,119,181,38,7,98,96,546
291,Jeremy Lin\linje01,PG,30,TOR,4,0,88,12,35,.343,0,10,.000,12,25,.480,.343,9,11,.818,2,13,15,15,2,1,5,7,33
292,Shaun Livingston\livinsh01,PG,33,GSW,47,0,719,85,173,.491,0,2,.000,85,171,.497,.491,35,43,.814,35,58,93,90,25,23,27,55,205
293,Zach Lofton\loftoza01,SG,26,DET,1,0,4,0,1,.000,0,1,.000,0,0,,.000,0,0,,0,0,0,0,1,0,1,0,0
294,Kevon Looney\looneke01,C,22,GSW,60,23,1213,166,271,.613,1,10,.100,165,261,.632,.614,54,86,.628,153,191,344,104,34,47,40,167,387
295,Brook Lopez\lopezbr01,C,30,MIL,60,60,1681,264,582,.454,143,393,.364,121,189,.640,.576,63,76,.829,21,239,260,65,34,129,59,137,734
296,Robin Lopez\lopezro01,C,30,CHI,53,15,981,180,319,.564,6,21,.286,174,298,.584,.574,54,75,.720,78,89,167,53,9,52,66,96,420
297,Kevin Love\loveke01,PF,30,CLE,9,9,234,46,122,.377,21,56,.375,25,66,.379,.463,47,54,.870,15,84,99,18,2,2,22,25,160
298,Kyle Lowry\lowryky01,PG,32,TOR,50,50,1722,234,568,.412,116,342,.339,118,226,.522,.514,133,159,.836,32,191,223,458,72,26,141,133,717
299,Jordan Loyd\loydjo01,PG,25,TOR,8,0,36,5,11,.455,2,5,.400,3,6,.500,.545,4,5,.800,1,6,7,2,0,0,2,5,16
300,Kalin Lucas\lucaska01,PG,29,DET,1,0,6,0,1,.000,0,1,.000,0,0,,.000,2,2,1.000,0,3,3,1,0,0,0,1,2
301,Timothe Luwawu-Cabarrot\luwawti01,SF-SG,23,TOT,29,2,251,29,90,.322,13,47,.277,16,43,.372,.394,12,17,.706,5,34,39,9,7,2,10,31,83
301,Timothe Luwawu-Cabarrot\luwawti01,SF,23,OKC,21,1,123,13,43,.302,5,22,.227,8,21,.381,.360,4,6,.667,4,14,18,4,4,1,5,14,35
301,Timothe Luwawu-Cabarrot\luwawti01,SG,23,CHI,8,1,128,16,47,.340,8,25,.320,8,22,.364,.426,8,11,.727,1,20,21,5,3,1,5,17,48
302,Tyler Lydon\lydonty01,PF,22,DEN,24,0,90,8,17,.471,4,10,.400,4,7,.571,.588,1,3,.333,6,11,17,5,2,0,4,10,21
303,Trey Lyles\lylestr01,PF,23,DEN,55,1,1024,193,456,.423,46,181,.254,147,275,.535,.474,75,108,.694,41,182,223,77,28,23,61,85,507
304,Shelvin Mack\macksh01,PG,28,TOT,55,3,1228,162,396,.409,46,128,.359,116,268,.433,.467,57,82,.695,18,86,104,183,47,4,63,84,427
304,Shelvin Mack\macksh01,PG,28,MEM,53,3,1204,161,389,.414,46,128,.359,115,261,.441,.473,53,75,.707,18,84,102,182,45,4,62,81,421
304,Shelvin Mack\macksh01,PG,28,CHO,2,0,24,1,7,.143,0,0,,1,7,.143,.143,4,7,.571,0,2,2,1,2,0,1,3,6
305,Daryl Macon\maconda01,SG,23,DAL,4,0,8,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,0,0,0,0,1,0,1,0,4
306,J.P. Macura\macurjp01,SG,23,CHO,1,0,14,2,8,.250,0,4,.000,2,4,.500,.250,0,0,,0,2,2,2,0,0,0,0,4
307,Ian Mahinmi\mahinia01,C,32,WAS,31,6,445,41,83,.494,1,12,.083,40,71,.563,.500,41,60,.683,39,68,107,24,24,15,20,75,124
308,Thon Maker\makerth01,C-PF,21,TOT,41,0,495,67,158,.424,32,95,.337,35,63,.556,.525,26,43,.605,22,91,113,20,13,21,16,62,192
308,Thon Maker\makerth01,C,21,MIL,35,0,409,59,134,.440,26,78,.333,33,56,.589,.537,20,37,.541,17,79,96,18,10,18,9,55,164
308,Thon Maker\makerth01,PF,21,DET,6,0,86,8,24,.333,6,17,.353,2,7,.286,.458,6,6,1.000,5,12,17,2,3,3,7,7,28
309,Boban Marjanovic\marjabo01,C,30,TOT,43,11,495,112,178,.629,0,3,.000,112,175,.640,.629,81,109,.743,67,129,196,32,13,23,48,70,305
309,Boban Marjanovic\marjabo01,C,30,LAC,36,9,376,85,140,.607,0,2,.000,85,138,.616,.607,72,95,.758,55,97,152,22,11,17,37,57,242
309,Boban Marjanovic\marjabo01,C,30,PHI,7,2,119,27,38,.711,0,1,.000,27,37,.730,.711,9,14,.643,12,32,44,10,2,6,11,13,63
310,Lauri Markkanen\markkla01,PF,21,CHI,38,37,1241,261,589,.443,97,253,.383,164,336,.488,.525,114,130,.877,50,294,344,52,30,25,58,89,733
311,Jarell Martin\martija01,PF,24,ORL,32,1,254,35,81,.432,15,39,.385,20,42,.476,.525,7,8,.875,7,45,52,14,2,7,11,35,92
312,Frank Mason\masonfr01,PG,24,SAC,34,0,395,59,142,.415,11,50,.220,48,92,.522,.454,36,53,.679,4,34,38,82,16,4,30,29,165
313,Wesley Matthews\matthwe02,SF-SG,32,TOT,51,50,1521,218,536,.407,117,307,.381,101,229,.441,.516,104,129,.806,22,95,117,115,38,14,65,119,657
313,Wesley Matthews\matthwe02,SF,32,DAL,44,44,1312,194,469,.414,100,263,.380,94,206,.456,.520,87,110,.791,20,82,102,100,33,12,58,102,575
313,Wesley Matthews\matthwe02,SG,32,NYK,2,1,54,4,19,.211,2,10,.200,2,9,.222,.263,4,5,.800,1,2,3,5,1,1,2,2,14
313,Wesley Matthews\matthwe02,SG,32,IND,5,5,155,20,48,.417,15,34,.441,5,14,.357,.573,13,14,.929,1,11,12,10,4,1,5,15,68
314,Luc Mbah a Moute\mbahalu01,PF,32,LAC,4,0,61,8,18,.444,2,6,.333,6,12,.500,.500,2,5,.400,2,5,7,2,1,1,2,8,20
315,Patrick McCaw\mccawpa01,SG,23,TOT,16,0,204,14,41,.341,3,17,.176,11,24,.458,.378,9,9,1.000,6,25,31,14,12,1,10,23,40
315,Patrick McCaw\mccawpa01,SG,23,CLE,3,0,53,2,9,.222,1,4,.250,1,5,.200,.278,0,0,,0,3,3,2,2,0,3,1,5
315,Patrick McCaw\mccawpa01,SG,23,TOR,13,0,151,12,32,.375,2,13,.154,10,19,.526,.406,9,9,1.000,6,22,28,12,10,1,7,22,35
316,CJ McCollum\mccolcj01,SG,27,POR,59,59,2003,487,1060,.459,136,370,.368,351,690,.509,.524,137,165,.830,54,188,242,165,49,22,93,145,1247
317,T.J. McConnell\mccontj01,PG,26,PHI,55,1,1120,165,301,.548,12,34,.353,153,267,.573,.568,20,26,.769,22,104,126,212,69,14,69,88,362
318,Doug McDermott\mcderdo01,SF,27,IND,56,0,964,132,284,.465,65,161,.404,67,123,.545,.579,52,61,.852,11,65,76,50,13,6,28,74,381
319,JaVale McGee\mcgeeja01,C,31,LAL,53,43,1139,256,426,.601,1,8,.125,255,418,.610,.602,71,109,.651,126,233,359,38,32,103,75,136,584
320,Rodney McGruder\mcgruro01,SG,27,MIA,53,45,1329,162,405,.400,67,193,.347,95,212,.448,.483,40,53,.755,45,154,199,102,30,8,59,104,431
321,Alfonzo McKinnie\mckinal01,SF,26,GSW,50,1,701,98,202,.485,29,84,.345,69,118,.585,.557,16,31,.516,63,112,175,19,10,11,23,94,241
322,Ben McLemore\mclembe01,SG,25,SAC,19,0,158,25,64,.391,17,41,.415,8,23,.348,.523,8,12,.667,3,14,17,4,6,3,5,22,75
323,Jordan McRae\mcraejo01,SG,27,WAS,19,0,172,33,66,.500,8,15,.533,25,51,.490,.561,7,12,.583,4,17,21,11,6,5,9,12,81
324,Jodie Meeks\meeksjo01,SG,31,TOR,2,0,24,6,13,.462,3,8,.375,3,5,.600,.577,0,0,,0,4,4,1,0,0,0,2,15
325,Salah Mejri\mejrisa01,C,32,DAL,20,4,170,17,36,.472,1,5,.200,16,31,.516,.486,9,12,.750,16,37,53,11,4,7,6,23,44
326,De'Anthony Melton\meltode01,PG,20,PHO,35,25,694,73,197,.371,24,78,.308,49,119,.412,.431,15,18,.833,17,72,89,114,51,17,55,87,185
327,Chimezie Metu\metuch01,PF,21,SAS,28,0,140,17,54,.315,0,2,.000,17,52,.327,.315,13,17,.765,9,25,34,13,6,2,15,13,47
328,Khris Middleton\middlkh01,SF,27,MIL,57,57,1770,350,803,.436,132,344,.384,218,459,.475,.518,156,185,.843,29,310,339,237,59,5,128,127,988
329,C.J. Miles\milescj01,SF,31,TOT,45,1,674,86,250,.344,50,162,.309,36,88,.409,.444,38,47,.809,12,65,77,28,21,11,25,69,260
329,C.J. Miles\milescj01,SF,31,TOR,40,1,562,70,206,.340,43,137,.314,27,69,.391,.444,35,44,.795,12,56,68,22,18,10,21,62,218
329,C.J. Miles\milescj01,SF,31,MEM,5,0,112,16,44,.364,7,25,.280,9,19,.474,.443,3,3,1.000,0,9,9,6,3,1,4,7,42
330,Darius Miller\milleda01,SF,28,NOP,54,15,1373,144,370,.389,106,284,.373,38,86,.442,.532,36,43,.837,9,88,97,99,34,21,41,132,430
331,Malcolm Miller\millema01,F,25,TOR,1,0,5,1,3,.333,1,2,.500,0,1,.000,.500,0,0,,0,1,1,0,0,0,0,0,3
332,Patty Mills\millspa02,PG,30,SAS,62,1,1484,215,502,.428,117,293,.399,98,209,.469,.545,74,86,.860,20,127,147,190,42,9,71,98,621
333,Paul Millsap\millspa01,PF,33,DEN,49,44,1272,225,457,.492,35,100,.350,190,357,.532,.531,127,177,.718,109,237,346,92,65,43,66,121,612
334,Shake Milton\miltosh01,SG,22,PHI,13,0,126,20,46,.435,10,25,.400,10,21,.476,.543,4,5,.800,7,13,20,13,4,3,3,14,54
335,Nikola Mirotic\mirotni01,PF,27,TOT,35,22,980,197,436,.452,93,252,.369,104,184,.565,.558,85,101,.842,49,228,277,38,22,27,37,90,572
335,Nikola Mirotic\mirotni01,PF,27,NOP,32,22,925,182,407,.447,85,231,.368,97,176,.551,.552,85,101,.842,46,218,264,35,21,25,37,86,534
335,Nikola Mirotic\mirotni01,PF,27,MIL,3,0,55,15,29,.517,8,21,.381,7,8,.875,.655,0,0,,3,10,13,3,1,2,0,4,38
336,Donovan Mitchell\mitchdo01,SG,22,UTA,55,55,1844,457,1089,.420,121,371,.326,336,718,.468,.475,217,270,.804,38,181,219,222,81,20,150,149,1252
337,Naz Mitrou-Long\mitrona01,SG,25,UTA,10,0,39,2,8,.250,1,6,.167,1,2,.500,.313,0,0,,0,2,2,4,0,0,3,5,5
338,Malik Monk\monkma01,SG,20,CHO,57,0,1023,195,499,.391,89,271,.328,106,228,.465,.480,82,92,.891,12,87,99,100,28,15,72,78,561
339,Greg Monroe\monrogr01,C,28,TOR,38,2,423,74,161,.460,0,4,.000,74,157,.471,.460,35,61,.574,60,96,156,16,13,8,31,61,183
340,E'Twaun Moore\mooreet01,SF,29,NOP,49,36,1393,246,507,.485,69,165,.418,177,342,.518,.553,39,52,.750,35,85,120,97,37,8,56,105,600
341,Eric Moreland\moreler01,PF,27,PHO,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,3,3,0,0,0,0,1,0
342,Jaylen Morris\morrija01,SG,23,MIL,4,0,29,4,10,.400,1,3,.333,3,7,.429,.450,1,2,.500,0,5,5,4,2,0,1,1,10
343,Marcus Morris\morrima03,PF,29,BOS,56,39,1553,295,627,.470,115,288,.399,180,339,.531,.562,106,124,.855,53,287,340,79,33,17,70,137,811
344,Markieff Morris\morrima02,PF,29,TOT,37,15,934,147,343,.429,51,154,.331,96,189,.508,.503,62,78,.795,42,143,185,63,26,22,48,127,407
344,Markieff Morris\morrima02,PF,29,WAS,34,15,883,143,328,.436,48,144,.333,95,184,.516,.509,57,73,.781,41,133,174,60,25,20,47,117,391
344,Markieff Morris\morrima02,PF,29,OKC,3,0,51,4,15,.267,3,10,.300,1,5,.200,.367,5,5,1.000,1,10,11,3,1,2,1,10,16
345,Monte Morris\morrimo01,PG,23,DEN,60,5,1481,262,531,.493,71,169,.420,191,362,.528,.560,44,56,.786,26,135,161,232,55,3,38,74,639
346,Johnathan Motley\motlejo01,PF,23,LAC,16,0,131,30,61,.492,0,3,.000,30,58,.517,.492,21,33,.636,15,24,39,8,4,2,13,21,81
347,Emmanuel Mudiay\mudiaem01,PG,22,NYK,42,32,1113,241,526,.458,46,145,.317,195,381,.512,.502,99,132,.750,28,106,134,157,34,14,92,76,627
348,Jamal Murray\murraja01,PG,21,DEN,54,53,1798,370,859,.431,108,292,.370,262,567,.462,.494,131,156,.840,50,180,230,269,45,20,127,116,979
349,Dzanan Musa\musadz01,SG,19,BRK,8,0,34,8,20,.400,0,9,.000,8,11,.727,.400,0,2,.000,1,3,4,1,2,0,4,1,16
350,Mike Muscala\muscami01,PF,27,TOT,49,6,1065,113,289,.391,71,208,.341,42,81,.519,.514,63,77,.818,51,151,202,64,18,29,43,113,360
350,Mike Muscala\muscami01,PF,27,PHI,47,6,1041,109,278,.392,68,199,.342,41,79,.519,.514,63,77,.818,51,149,200,62,18,27,43,112,349
350,Mike Muscala\muscami01,PF,27,LAL,2,0,24,4,11,.364,3,9,.333,1,2,.500,.500,0,0,,0,2,2,2,0,2,0,1,11
351,Sviatoslav Mykhailiuk\mykhasv01,SF-SG,21,TOT,40,0,429,45,136,.331,28,87,.322,17,49,.347,.434,12,20,.600,8,27,35,35,13,1,21,25,130
351,Sviatoslav Mykhailiuk\mykhasv01,SF,21,LAL,39,0,420,44,132,.333,27,85,.318,17,47,.362,.436,12,20,.600,8,26,34,33,13,1,20,25,127
351,Sviatoslav Mykhailiuk\mykhasv01,SG,21,DET,1,0,9,1,4,.250,1,2,.500,0,2,.000,.375,0,0,,0,1,1,2,0,0,1,0,3
352,Abdel Nader\naderab01,SF,25,OKC,41,1,412,61,131,.466,18,51,.353,43,80,.538,.534,14,20,.700,8,61,69,10,10,4,15,46,154
353,Larry Nance\nancela02,C,26,CLE,51,20,1337,183,356,.514,21,60,.350,162,296,.547,.544,76,109,.697,131,286,417,156,71,33,67,148,463
354,Shabazz Napier\napiesh01,PG,27,BRK,50,2,901,153,399,.383,69,206,.335,84,193,.435,.470,108,131,.824,14,76,90,136,40,16,62,61,483
355,Raul Neto\netora01,PG,26,UTA,24,1,283,43,88,.489,10,33,.303,33,55,.600,.545,17,20,.850,2,33,35,55,9,1,21,29,113
356,Georges Niang\niangge01,PF,25,UTA,42,0,312,46,104,.442,29,71,.408,17,33,.515,.582,10,13,.769,7,47,54,21,7,3,13,37,131
357,Joakim Noah\noahjo01,C,33,MEM,32,0,492,75,146,.514,0,0,,75,146,.514,.514,55,78,.705,48,117,165,56,15,22,33,64,205
358,Nerlens Noel\noelne01,C,24,OKC,56,2,813,124,217,.571,0,0,,124,217,.571,.571,38,53,.717,100,164,264,34,57,74,35,128,286
359,Dirk Nowitzki\nowitdi01,PF,40,DAL,29,2,355,54,155,.348,30,100,.300,24,55,.436,.445,15,18,.833,0,57,57,12,5,9,8,41,153
360,Frank Ntilikina\ntilila01,PG,20,NYK,41,16,872,94,275,.342,32,110,.291,62,165,.376,.400,21,28,.750,10,72,82,116,30,14,54,100,241
361,James Nunnally\nunnaja01,SF,28,TOT,15,0,102,12,34,.353,8,25,.320,4,9,.444,.471,4,4,1.000,0,5,5,7,1,0,1,10,36
361,James Nunnally\nunnaja01,SF,28,MIN,13,0,64,9,21,.429,5,13,.385,4,8,.500,.548,4,4,1.000,0,4,4,5,1,0,1,4,27
361,James Nunnally\nunnaja01,SF,28,HOU,2,0,38,3,13,.231,3,12,.250,0,1,.000,.346,0,0,,0,1,1,2,0,0,0,6,9
362,Jusuf Nurkic\nurkiju01,C,24,POR,59,59,1610,341,669,.510,3,26,.115,338,643,.526,.512,222,293,.758,198,403,601,187,58,88,134,203,907
363,David Nwaba\nwabada01,SG,26,CLE,30,11,545,68,148,.459,14,46,.304,54,102,.529,.507,41,64,.641,25,69,94,30,19,9,15,57,191
364,Royce O'Neale\onealro01,SF,25,UTA,59,9,1104,114,234,.487,47,110,.427,67,124,.540,.588,27,36,.750,19,178,197,81,39,18,49,113,302
365,Kyle O'Quinn\oquinky01,C,28,IND,34,2,265,43,93,.462,1,11,.091,42,82,.512,.468,11,12,.917,22,65,87,40,6,18,24,46,98
366,Semi Ojeleye\ojelese01,PF,24,BOS,42,2,454,52,121,.430,22,71,.310,30,50,.600,.521,16,24,.667,18,49,67,18,8,4,13,33,142
367,Jahlil Okafor\okafoja01,C,23,NOP,41,14,617,140,236,.593,0,1,.000,140,235,.596,.593,44,62,.710,65,128,193,25,11,26,31,69,324
368,Elie Okobo\okoboel01,PG,21,PHO,42,11,778,90,238,.378,29,106,.274,61,132,.462,.439,29,35,.829,8,73,81,108,25,5,56,94,238
369,Josh Okogie\okogijo01,SG,20,MIN,52,30,1173,135,365,.370,41,155,.265,94,210,.448,.426,83,112,.741,31,125,156,59,55,19,53,119,394
370,Victor Oladipo\oladivi01,SG,26,IND,36,36,1147,249,588,.423,74,216,.343,175,372,.470,.486,103,141,.730,21,181,202,186,60,11,82,72,675
371,Kelly Olynyk\olynyke01,PF,27,MIA,56,13,1170,176,382,.461,79,229,.345,97,153,.634,.564,99,125,.792,53,198,251,99,34,21,84,127,530
372,Cedi Osman\osmande01,SF,23,CLE,55,54,1732,260,599,.434,91,264,.345,169,335,.504,.510,102,134,.761,31,226,257,128,40,9,88,142,713
373,Kelly Oubre\oubreke01,SF,23,TOT,60,10,1642,304,696,.437,93,293,.317,211,403,.524,.504,157,202,.777,56,216,272,68,65,50,81,157,858
373,Kelly Oubre\oubreke01,SF,23,WAS,29,7,755,132,305,.433,41,132,.311,91,173,.526,.500,68,85,.800,24,105,129,20,27,20,30,71,373
373,Kelly Oubre\oubreke01,SF,23,PHO,31,3,887,172,391,.440,52,161,.323,120,230,.522,.506,89,117,.761,32,111,143,48,38,30,51,86,485
374,Zaza Pachulia\pachuza01,C,34,DET,49,3,697,68,150,.453,0,4,.000,68,146,.466,.453,79,102,.775,86,132,218,69,29,15,42,115,215
375,Jabari Parker\parkeja01,PF,23,TOT,45,17,1207,246,519,.474,41,133,.308,205,386,.531,.513,88,122,.721,44,234,278,105,30,19,102,102,621
375,Jabari Parker\parkeja01,PF,23,CHI,39,17,1042,220,464,.474,37,114,.325,183,350,.523,.514,79,108,.731,41,200,241,84,23,14,84,87,556
375,Jabari Parker\parkeja01,PF,23,WAS,6,0,165,26,55,.473,4,19,.211,22,36,.611,.509,9,14,.643,3,34,37,21,7,5,18,15,65
376,Tony Parker\parketo01,PG,36,CHO,49,0,893,188,411,.457,9,40,.225,179,371,.482,.468,85,117,.726,13,62,75,187,18,6,63,50,470
377,Chandler Parsons\parsoch01,SF,30,MEM,6,3,102,11,41,.268,5,25,.200,6,16,.375,.329,2,2,1.000,1,14,15,5,4,1,5,11,29
378,Patrick Patterson\pattepa01,PF,29,OKC,57,5,839,82,217,.378,46,136,.338,36,81,.444,.484,19,30,.633,41,101,142,31,16,13,21,43,229
379,Chris Paul\paulch01,PG,33,HOU,37,37,1211,197,463,.425,81,224,.362,116,239,.485,.513,122,144,.847,21,141,162,306,75,10,101,99,597
380,Cameron Payne\payneca01,PG,24,TOT,40,13,712,96,223,.430,25,84,.298,71,139,.511,.487,33,41,.805,13,59,72,106,28,9,45,64,250
380,Cameron Payne\payneca01,PG,24,CHI,31,12,536,69,168,.411,16,59,.271,53,109,.486,.458,22,25,.880,10,43,53,83,20,6,34,49,176
380,Cameron Payne\payneca01,PG,24,CLE,9,1,176,27,55,.491,9,25,.360,18,30,.600,.573,11,16,.688,3,16,19,23,8,3,11,15,74
381,Elfrid Payton\paytoel01,PG,24,NOP,22,22,606,92,204,.451,16,46,.348,76,158,.481,.490,25,35,.714,16,65,81,138,25,8,54,48,225
382,Gary Payton\paytoga02,PG,26,WAS,3,0,16,5,8,.625,1,2,.500,4,6,.667,.688,0,0,,1,1,2,4,3,1,1,2,11
383,Theo Pinson\pinsoth01,SG,23,BRK,11,0,161,18,52,.346,8,30,.267,10,22,.455,.423,15,16,.938,2,27,29,17,4,0,14,11,59
384,Mason Plumlee\plumlma01,C,28,DEN,60,16,1234,200,326,.613,2,7,.286,198,319,.621,.617,85,157,.541,128,239,367,160,52,53,96,193,487
385,Miles Plumlee\plumlmi01,C,30,ATL,18,0,173,32,48,.667,0,0,,32,48,.667,.667,16,30,.533,16,23,39,17,6,4,10,14,80
386,Jakob Poeltl\poeltja01,C,23,SAS,58,8,862,133,210,.633,0,0,,133,210,.633,.633,38,69,.551,126,158,284,71,15,39,42,90,304
387,Quincy Pondexter\pondequ01,SF,30,SAS,45,0,260,26,53,.491,6,18,.333,20,35,.571,.547,30,38,.789,8,35,43,23,9,1,10,22,88
388,Otto Porter\porteot01,SF,25,TOT,47,34,1382,244,519,.470,79,203,.389,165,316,.522,.546,58,75,.773,49,213,262,96,68,25,50,93,625
388,Otto Porter\porteot01,SF,25,WAS,41,28,1191,202,442,.457,65,176,.369,137,266,.515,.531,49,64,.766,40,191,231,80,64,22,40,79,518
388,Otto Porter\porteot01,SF,25,CHI,6,6,191,42,77,.545,14,27,.519,28,50,.560,.636,9,11,.818,9,22,31,16,4,3,10,14,107
389,Bobby Portis\portibo01,PF,23,TOT,28,7,696,161,349,.461,40,98,.408,121,251,.482,.519,43,57,.754,55,151,206,40,19,10,40,82,405
389,Bobby Portis\portibo01,PF,23,CHI,22,6,531,122,271,.450,27,72,.375,95,199,.477,.500,39,50,.780,46,115,161,29,11,8,29,61,310
389,Bobby Portis\portibo01,PF,23,WAS,6,1,165,39,78,.500,13,26,.500,26,52,.500,.583,4,7,.571,9,36,45,11,8,2,11,21,95
390,Dwight Powell\poweldw01,C,27,DAL,56,1,1018,185,319,.580,21,84,.250,164,235,.698,.613,125,163,.767,81,171,252,63,28,33,44,137,516
391,Norman Powell\powelno01,SG,25,TOR,40,3,741,120,258,.465,40,111,.360,80,147,.544,.543,43,53,.811,9,67,76,62,26,8,35,66,323
392,Alex Poythress\poythal01,PF,25,ATL,18,1,243,35,65,.538,7,18,.389,28,47,.596,.592,11,21,.524,24,35,59,13,3,8,10,39,88
393,Zhou Qi\qizh01,PF,23,HOU,1,0,1,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2
394,Ivan Rabb\rabbiv01,PF,21,MEM,32,8,387,72,119,.605,2,7,.286,70,112,.625,.613,27,40,.675,43,76,119,29,8,8,20,49,173
395,Chasson Randle\randlch01,PG,25,WAS,30,2,466,62,136,.456,30,67,.448,32,69,.464,.566,26,40,.650,7,33,40,64,14,1,34,62,180
396,Julius Randle\randlju01,C,24,NOP,55,31,1633,401,751,.534,42,121,.347,359,630,.570,.562,262,355,.738,118,378,496,163,38,35,146,187,1106
